,id,unix_time,gps_x,gps_y
0,125875579,1704111600.0,15.51175,51.943222222222225
1,125863034,1704123753.0,15.58088888888889,52.44394444444445
2,125860597,1704122446.0,15.500083333333333,52.59569444444445
3,125860632,1704130147.0,15.290694444444444,51.62852777777778
4,125860704,1704133199.0,15.730138888888888,51.72866666666667
5,125862950,1704069660.0,15.52661111111111,52.24630555555556
6,125891186,1704117000.0,15.628305555555556,51.88675
7,125862040,1704094544.0,14.73025,52.54494444444445
8,125875582,1704119400.0,15.359388888888889,51.750083333333336
9,125860702,1704140502.0,15.1185,51.779222222222224
10,125860630,1704129901.0,15.702861111111112,52.97080555555556
11,125860442,1704065610.0,15.709555555555555,51.821222222222225
12,125862994,1704100345.0,15.2005,52.736916666666666
13,125962493,1704125700.0,15.275833333333333,52.78586111111111
14,125871149,1704119400.0,15.359388888888889,51.750083333333336
15,125862958,1704070510.0,15.258111111111111,51.804944444444445
16,125880303,1704104400.0,15.71711111111111,51.80469444444444
17,125862066,1704123084.0,15.275222222222222,52.736111111111114
18,125860712,1704138611.0,15.234944444444444,51.7985
19,125862025,1704079426.0,15.232777777777779,52.692305555555556
20,125929046,1704178800.0,15.253333333333334,52.74597222222222
21,125865234,1704215048.0,14.560055555555556,52.35308333333333
22,125875585,1704187380.0,15.439277777777777,51.94702777777778
23,125867794,1704228300.0,14.702694444444445,52.36108333333333
24,125865163,1704215878.0,15.696722222222222,52.42919444444444
25,125865324,1704219783.0,14.652805555555556,52.32552777777778
26,125865115,1704212063.0,14.619333333333334,52.323166666666665
27,125864364,1704218145.0,15.565333333333333,52.442166666666665
28,125863142,1704173743.0,14.563777777777778,52.349666666666664
29,125865189,1704217270.0,15.324,51.621833333333335
30,125861034,1704203799.0,15.305305555555556,51.61344444444445
31,125860770,1704177668.0,15.235527777777778,51.51419444444444
32,125866104,1704224182.0,14.693083333333334,52.36552777777778
33,125863407,1704223111.0,14.562388888888888,52.35205555555556
34,125865187,1704214895.0,15.059111111111111,52.07169444444445
35,125860752,1704175314.0,15.60525,52.07977777777778
36,125863268,1704199208.0,14.608138888888888,52.329861111111114
37,125875589,1704209400.0,15.503555555555556,51.93783333333333
38,125865305,1704230582.0,14.771333333333333,51.66802777777778
39,125864251,1704198000.0,15.096722222222223,52.055
40,125860821,1704179657.0,14.936833333333333,52.07083333333333
41,125861088,1704207836.0,15.478833333333334,52.25366666666667
42,125864311,1704206282.0,14.773805555555555,51.95986111111111
43,125860926,1704191942.0,15.227694444444445,52.693666666666665
44,125864202,1704189923.0,14.967194444444445,51.78477777777778
45,125863316,1704214270.0,14.723138888888888,51.96366666666667
46,125864270,1704199216.0,15.53075,52.24736111111111
47,125863162,1704177516.0,14.565083333333334,52.34858333333333
48,125963392,1704181380.0,14.65086111111111,52.58613888888889
49,125865173,1704216037.0,14.763861111111112,52.63805555555555
50,125860907,1704191225.0,14.667222222222222,52.32427777777778
51,125865251,1704208695.0,15.305972222222222,52.094
52,125865313,1704229104.0,15.226694444444444,52.73041666666667
53,125861072,1704205717.0,15.233666666666666,52.74469444444444
54,125865205,1704213695.0,15.23563888888889,52.74197222222222
55,125860908,1704192554.0,15.227805555555555,52.740027777777776
56,125864331,1704209738.0,14.744,52.33408333333333
57,125863173,1704183780.0,14.644444444444444,52.3255
58,125863367,1704218620.0,15.551111111111112,52.232305555555556
59,125865209,1704222104.0,14.902583333333334,52.6695
60,125865336,1704227937.0,14.56236111111111,52.34886111111111
61,125865289,1704217341.0,15.154805555555555,52.74311111111111
62,125867119,1704295157.0,14.575111111111111,52.34822222222222
63,125867373,1704307283.0,15.427107,52.20707
64,125867135,1704299552.0,15.240361111111111,52.69141666666667
65,125925633,1704288600.0,15.322916666666666,51.613277777777775
66,125988567,1704299100.0,15.256388888888889,52.73777777777778
67,125865532,1704257287.0,15.592305555555555,51.548972222222226
68,125866507,1704317861.0,14.979277777777778,52.80280555555556
69,125865539,1704266787.0,14.627333333333333,52.349
70,125866508,1704313181.0,14.650777777777778,52.58947222222222
71,125867333,1704305511.0,15.293194444444444,52.74925
72,125875608,1704294000.0,15.502555555555556,51.934555555555555
73,125867246,1704297853.0,15.7295,51.748666666666665
74,125865673,1704266444.0,15.502,52.432944444444445
75,125865453,1704255945.0,15.600027777777777,51.72811111111111
76,125865899,1704285506.0,15.703194444444444,51.80427777777778
77,125866036,1704293422.0,15.6345,52.08302777777778
78,125865642,1704271344.0,15.448805555555555,51.59136111111111
79,125866303,1704281399.0,14.677777777777777,52.325583333333334
80,125865388,1704258339.0,15.406916666666667,52.503055555555555
81,125865615,1704271332.0,15.164416666666666,51.96736111111111
82,125866042,1704282560.0,15.137416666666667,51.7365
83,125866376,1704284700.0,15.62513888888889,52.08902777777778
84,125867414,1704311186.0,15.38525,52.43922222222222
85,125867148,1704297258.0,14.829972222222223,51.58219444444445
86,125866247,1704282394.0,15.234916666666667,52.74583333333333
87,125866489,1704312626.0,14.814176,52.541965
88,125875621,1704319800.0,15.514222222222223,51.936083333333336
89,125865706,1704278711.0,15.520333333333333,51.93394444444444
90,125866367,1704299070.0,15.628027777777778,52.08452777777778
91,125865974,1704288417.0,15.524861111111111,51.93252777777778
92,125867404,1704317307.0,15.589944444444445,51.93561111111111
93,125867389,1704307507.0,15.520083333333334,51.95191666666667
94,125867352,1704310248.0,15.497638888888888,51.95313888888889
95,125875601,1704259320.0,15.502833333333333,51.93705555555555
96,125865964,1704289511.0,14.6235,52.34733333333333
97,125865369,1704261437.0,15.23236111111111,52.73886111111111
98,125865984,1704291919.0,15.508944444444445,51.94280555555556
99,125865331,1704239100.0,15.502166666666668,51.939277777777775
100,125866424,1704304055.0,15.497666666666667,51.95316666666667
101,125870473,1704257100.0,15.59975,51.728722222222224
102,125867391,1704306731.0,15.541416666666667,52.287416666666665
103,125868168,1704266100.0,15.4535,52.15258333333333
104,125875605,1704262320.0,15.496805555555556,51.935694444444444
105,125865960,1704287467.0,15.322,51.61747222222222
106,125871212,1704391380.0,15.14,51.654805555555555
107,125870140,1704395538.0,14.564,52.359833333333334
108,125868081,1704386627.0,14.640944444444445,52.59444444444444
109,125868009,1704387180.0,15.295388888888889,52.32983333333333
110,125866740,1704362940.0,15.170222222222222,51.61552777777778
111,125867911,1704379406.0,15.259611111111111,52.734722222222224
112,125869208,1704377226.0,15.522472222222222,51.95633333333333
113,125867872,1704374881.0,16.11327,51.787327
114,125874222,1704356400.0,15.694777777777778,52.77238888888889
115,125867744,1704368096.0,15.69736111111111,51.807138888888886
116,125869189,1704393740.0,15.507138888888889,51.91408333333333
117,125866795,1704368463.0,15.519305555555556,51.93944444444445
118,125870153,1704397335.0,15.525277777777777,51.95763888888889
119,125869162,1704392105.0,15.530138888888889,51.939194444444446
120,125867886,1704377892.0,15.476722222222222,51.95463888888889
121,125866653,1704350293.0,15.52438888888889,51.93977777777778
122,125867712,1704363131.0,14.650527777777778,52.58947222222222
123,125867509,1704348113.0,15.268638888888889,52.75775
124,125870125,1704387699.0,15.121444444444444,51.634972222222224
125,125866709,1704345900.0,14.937583333333333,51.844166666666666
126,125876049,1704383160.0,14.913499999999999,51.59538888888889
127,125867841,1704369921.0,15.167333333333334,52.7165
128,125877495,1704355200.0,15.526361111111111,51.94280555555556
129,125877562,1704368100.0,15.488944444444444,51.92838888888889
130,125867455,1704347284.0,15.211694444444445,52.73577777777778
131,125877499,1704362100.0,15.553,51.93688888888889
132,125972903,1704389400.0,15.253916666666667,52.74616666666667
133,125972810,1704366900.0,15.239444444444445,52.74805555555555
134,125866555,1704347284.0,15.242916666666666,52.73325
135,125867743,1704361367.0,15.149805555555556,51.63583333333333
136,125867421,1704325914.0,15.265722222222223,52.76463888888889
137,125869133,1704392605.0,15.529666666666667,52.24736111111111
138,125866896,1704370951.0,15.199555555555555,51.50036111111111
139,125868003,1704386138.0,15.247555555555556,52.73363888888889
140,125867977,1704381305.0,14.722027777777777,51.95225
141,125972930,1704454500.0,15.253333333333334,52.741083333333336
142,125870291,1704439080.0,14.902134,52.295319
143,125869707,1704474362.0,15.266194444444444,51.81111111111111
144,125869670,1704468670.0,15.505833333333333,51.94197222222222
145,125871075,1704482028.0,15.420388888888889,52.73313888888889
146,125869394,1704441929.0,15.541166666666667,52.881
147,125870980,1704476575.0,15.15425,52.74611111111111
148,125870870,1704473945.0,15.21786111111111,52.741166666666665
149,125870390,1704448399.0,15.124527777777777,51.63913888888889
150,125870584,1704452940.0,15.565,52.440694444444446
151,125869635,1704462462.0,15.250027777777778,51.79761111111111
152,125869513,1704453126.0,15.49938888888889,51.92413888888889
153,125870987,1704468000.0,15.114916666666666,51.661
154,125870342,1704441197.0,15.729583333333334,51.76463888888889
155,125871041,1704486473.0,15.710638888888889,51.80605555555555
156,125870635,1704468120.0,15.249416666666667,51.79736111111111
157,125872107,1704494268.0,14.614833333333333,52.32527777777778
158,125869762,1704489260.0,15.371138888888888,51.949333333333335
159,125870611,1704460850.0,15.539888888888889,52.248805555555556
160,125870828,1704474299.0,15.295277777777777,52.32911111111111
161,125869450,1704448324.0,15.71325,51.802527777777776
162,125871009,1704482257.0,15.599222222222222,51.92502777777778
163,125869496,1704452160.0,15.49863888888889,51.933083333333336
164,125897770,1704490500.0,15.912138888888888,53.08272222222222
165,125972909,1704449400.0,15.256083333333333,52.73769444444444
166,125878107,1704477600.0,16.067555555555554,51.87972222222222
167,125891120,1704430800.0,15.492888888888888,51.92922222222222
168,125870936,1704474208.0,15.217333333333332,52.74
169,125870709,1704466866.0,15.246833333333333,52.64944444444444
170,125871029,1704479404.0,15.253472222222221,52.73341666666666
171,125930118,1704456000.0,15.078333333333333,52.69083333333333
172,125870673,1704466825.0,15.276861111111112,52.763416666666664
173,125870252,1704437335.0,15.743333333333334,52.340444444444444
174,125870910,1704476307.0,15.257833333333334,52.76011111111111
175,125869414,1704443063.0,15.549055555555556,51.56422222222222
176,125870801,1704471712.0,15.698611111111111,51.63016666666667
177,125871044,1704482595.0,15.534194444444445,52.87397222222222
178,125872206,1704533462.0,15.561027777777777,52.4415
179,125869846,1704546522.0,15.592527777777779,52.900194444444445
180,125869968,1704580242.0,15.523888888888889,51.95777777777778
181,125872154,1704509256.0,15.55225,52.509083333333336
182,125869883,1704555690.0,15.715972222222222,51.80116666666667
183,125869804,1704519977.0,15.280277777777778,52.78069444444444
184,125872426,1704559243.0,15.294388,52.326584
185,125872429,1704566080.0,15.579361111111112,52.44533333333333
186,125869926,1704569257.0,15.58536111111111,51.85827777777778
187,125872241,1704535955.0,14.642111111111111,52.325694444444444
188,125872301,1704546341.0,14.654777777777777,52.32469444444445
189,125869917,1704556560.0,14.751166666666666,52.543166666666664
190,125869923,1704563202.0,14.607333333333333,52.32875
191,125872485,1704577977.0,15.49725,52.59313888888889
192,125872330,1704556034.0,15.451555555555556,52.29494444444445
193,125872508,1704575540.0,15.588055555555556,51.85691666666666
194,125877607,1704528000.0,15.525416666666667,51.957388888888886
195,125869939,1704572111.0,15.295805555555555,52.33188888888889
196,125869845,1704544434.0,15.291427,52.421986
197,125963501,1704513600.0,14.666472222222222,52.59013888888889
198,125869808,1704518434.0,15.2905,52.75933333333333
199,125972919,1704547200.0,15.246055555555555,52.73213888888889
200,125872218,1704535244.0,15.09475,51.44594444444444
201,125872944,1704656434.0,15.831833333333334,52.06805555555555
202,125870028,1704624282.0,15.546111111111111,52.38713888888889
203,125872704,1704625778.0,15.220305555555555,52.73872222222222
204,125872814,1704644113.0,15.43913888888889,51.94627777777778
205,125870090,1704646703.0,15.435833333333333,52.25563888888889
206,125872877,1704644040.0,14.608777777777778,52.32147222222222
207,125875126,1704658499.0,14.644388888888889,52.325472222222224
208,125870013,1704623126.0,14.560638888888889,52.35205555555556
209,125872970,1704658138.0,14.558055555555555,52.35691666666666
210,125880478,1704665400.0,15.192972222222222,51.46588888888889
211,125872579,1704607874.0,16.071653,51.880985
212,125876524,1704657600.0,15.009666666666666,52.62913888888889
213,125872529,1704583593.0,15.518583333333334,51.94072222222222
214,125972936,1704630600.0,15.252138888888888,52.74238888888889
215,125872873,1704644431.0,15.6045,52.10552777777778
216,125872720,1704633178.0,15.449444444444444,51.954
217,125876386,1704725455.0,15.594111111111111,52.44375
218,125876331,1704711702.0,15.102444444444444,52.72419444444444
219,125874154,1704696942.0,15.440222222222221,51.946777777777775
220,125876283,1704710514.0,14.679583333333333,52.60775
221,125874344,1704722973.0,15.513944444444444,51.934583333333336
222,125875496,1704744480.0,15.814472222222221,51.730222222222224
223,125876375,1704723499.0,15.724361111111111,51.806333333333335
